Wi-Fi Name,Wi-Fi Type,Location Description,Range in Metres,Install Date,Install Type,Column Number,Road,Easting,Northing,Longitude,Latitude,Location,Range,Last Uploaded
Public Wi-Fi on Lighting Column 10 FORTESS ROAD,Public Wi-Fi,BY 57,30,19/12/2014,Lighting Column,10,FORTESS ROAD,529010.73,185548.16,-0.140543,51.55408,POINT (-0.140543114119 51.554079374825),"POLYGON ((-0.140110577594 51.554079315273, -0.14014353945 51.553976132555, -0.140237332536 51.553888667596, -0.140377677541 51.553830236023, -0.140543208374 51.553809733392, -0.140708724858 51.553830280992, -0.140849029 51.553888750688, -0.140942760929 51.55397624112, -0.140975650645 51.554079432783, -0.140942690596 51.554182615733, -0.140848898259 51.554270081251, -0.140708552504 51.554328513383, -0.140543019862 51.554349016246, -0.140377501571 51.554328468414, -0.140237196681 51.554269998159, -0.140143465502 51.554182507168, -0.140110577594 51.554079315273))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 18 CHALK FARM ROAD,Public Wi-Fi,O/S NO. 47,30,24/10/2014,Lighting Column,18,CHALK FARM ROAD,528466.45,184295.76,-0.148846,51.542949,POINT (-0.148846440464 51.54294823641),"POLYGON ((-0.148414009463 51.54294820746, -0.148446944495 51.542845022213, -0.148540698774 51.542757550452, -0.148680998901 51.542699108838, -0.148846485613 51.542678594456, -0.149011965452 51.542699130385, -0.149152246004 51.542757590266, -0.149245970989 51.542845074232, -0.149278871464 51.542948263766, -0.14924593824 51.543051449244, -0.149152184708 51.543138921565, -0.149011883833 51.543197363737, -0.148846395313 51.543217878351, -0.148680913667 51.54319734219, -0.148540632367 51.54313888175, -0.148446908132 51.543051397224, -0.148414009463 51.54294820746))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 7 CAMDEN HIGH STREET,Public Wi-Fi,OPP INVENESS STREET,30,18/10/2018,Lighting Column,7,CAMDEN HIGH STREET,528861.56,183951.79,-0.143277,51.539768,POINT (-0.143277862182 51.53976703733),"POLYGON ((-0.142845461336 51.53976698786, -0.142878406663 51.53966380412, -0.14297216508 51.539576336761, -0.143112462556 51.539517901773, -0.143277940234 51.539497395233, -0.143443406029 51.539517939026, -0.143583669667 51.539576405595, -0.14367737744 51.539663894057, -0.143710263029 51.539767085207, -0.143677319508 51.539870269178, -0.143583561838 51.539957737097, -0.143443263613 51.540016172644, -0.143277784128 51.540036679415, -0.143112316526 51.54001613539, -0.142972052142 51.539957668262, -0.142878345117 51.539870179242, -0.142845461336 51.53976698786))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 1 ROYAL COLLEGE STREET,Public Wi-Fi,J/W ROYAL COLLEGE ST,30,19/12/2014,Lighting Column,1,ROYAL COLLEGE STREET,529076.81,184402.4,-0.14001,51.543768,POINT (-0.140010657468 51.543767495224),"POLYGON ((-0.139578218712 51.543767433712, -0.139611174318 51.543664250961, -0.139704947221 51.543576786273, -0.139845261184 51.543518355232, -0.14001075484 51.543497853314, -0.140176233672 51.543518401701, -0.14031650542 51.543576872135, -0.140410215144 51.543664363146, -0.140443096226 51.543767555141, -0.140410142426 51.543870738124, -0.140316370271 51.543958203372, -0.140176055559 51.544016634971, -0.140010560095 51.54403713712, -0.139845079456 51.544016588502, -0.13970480696 51.543958117508, -0.139611097986 51.543870625938, -0.139578218712 51.543767433712))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 16 NEW OXFORD STREET,Public Wi-Fi,FRONT OF N 78,30,24/10/2014,Lighting Column,16,NEW OXFORD STREET,529993.7,181427.4,-0.127893,51.516822,POINT (-0.127893566991 51.516821434274),"POLYGON ((-0.127461383483 51.516821328122, -0.12749434701 51.516718148298, -0.127588087769 51.516630692888, -0.127728334417 51.516572276064, -0.127893735835 51.516551791136, -0.12805911155 51.516572356699, -0.128199284997 51.516630841883, -0.128292916203 51.516718342969, -0.128325750502 51.516821538833, -0.128292788779 51.516924718888, -0.128199048766 51.517012174857, -0.128058801369 51.51707059224, -0.127893398145 51.517091077399, -0.127728020627 51.517070511604, -0.127587846433 51.517012025861, -0.127494215977 51.516924524216, -0.127461383483 51.516821328122))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 7 KILBURN HIGH ROAD,Public Wi-Fi,OPP 43,30,25/04/2014,Lighting Column,7,KILBURN HIGH ROAD,525530.1,183493.4,-0.191453,51.536398,POINT (-0.191453099705 51.536397357041),"POLYGON ((-0.19102073083 51.536397485101, -0.191053564786 51.536294287799, -0.19114722392 51.536206781916, -0.191287449317 51.536148289307, -0.191452893091 51.53612771482, -0.19161836832 51.536148190685, -0.191758683292 51.536206599687, -0.191852476486 51.536294049705, -0.191885468578 51.536397227389, -0.19185263643 51.536500424921, -0.191758978045 51.536587931363, -0.191618751903 51.536646424531, -0.191453306322 51.53666699925, -0.191287829286 51.536646523154, -0.191147513564 51.536588113594, -0.191053721116 51.536500663016, -0.19102073083 51.536397485101))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 8 EVERSHOLT STREET,Public Wi-Fi,O/S 64,30,24/10/2014,Lighting Column,8,EVERSHOLT STREET,529599.6,182826.6,-0.133055,51.529487,POINT (-0.13305573424 51.529486325449),"POLYGON ((-0.132623430808 51.529486238314, -0.13265639182 51.529383057264, -0.132750148703 51.529295597919, -0.13289042766 51.52923717505, -0.133055872655 51.529216682889, -0.133221296578 51.529237241131, -0.133361515527 51.52929572002, -0.133455182601 51.529383216797, -0.133488037674 51.529486410992, -0.133455078468 51.529589592274, -0.133361322331 51.529677052178, -0.133221042624 51.529735475605, -0.133055595823 51.529755967998, -0.132890170095 51.529735409524, -0.132749950399 51.529676930076, -0.132656284075 51.52958943274, -0.132623430808 51.529486238314))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 14 SOUTH END GREEN,Public Wi-Fi,O/S BUS STAND,30,19/12/2014,Lighting Column,14,SOUTH END GREEN,527288.41,185545.15,-0.165373,51.554444,POINT (-0.165373188986 51.554443043964),"POLYGON ((-0.164940649004 51.55444307592, -0.164973554947 51.55433988624, -0.165067301157 51.554252401449, -0.165207615462 51.554193940191, -0.165373136444 51.554173402543, -0.165538665424 51.554193915124, -0.165679002508 51.55425235513, -0.165772782811 51.554339825721, -0.165805728968 51.554443010415, -0.165772824834 51.554546200326, -0.165679079373 51.554633685676, -0.165538764319 51.554692147493, -0.165373241529 51.554712685373, -0.165207710741 51.554692172561, -0.165067372907 51.554633731996, -0.164973593353 51.554546260845, -0.164940649004 51.55444307592))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 44 HAVERSTOCK HILL,Public Wi-Fi,O/S GARAGE,30,19/12/2014,Lighting Column,44,HAVERSTOCK HILL,527211.81,185223.6,-0.166593,51.551571,POINT (-0.16659365912 51.551570570161),"POLYGON ((-0.166161146379 51.551570606614, -0.166194047488 51.551467416542, -0.166287785454 51.551379930733, -0.166428089359 51.551321467987, -0.166593599367 51.551300928608, -0.166759118471 51.551321439478, -0.166899448281 51.551379878053, -0.166993225018 51.551467347713, -0.16702617186 51.551570532114, -0.166993272559 51.551673722418, -0.166899535342 51.551761208786, -0.166759230689 51.551819672091, -0.166593718873 51.551840211703, -0.166428197961 51.551819700601, -0.166287867401 51.551761261466, -0.166194091413 51.551673791248, -0.166161146379 51.551570606614))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 33 KENTISH TOWN ROAD,Public Wi-Fi,O/S NO. 177,30,19/12/2014,Lighting Column,33,KENTISH TOWN ROAD,528938.85,184665.54,-0.141902,51.546164,POINT (-0.141902642442 51.546163805829),"POLYGON ((-0.141470180969 51.54616375129, -0.141503134028 51.54606056805, -0.14159690823 51.545973101885, -0.14173722714 51.545914668607, -0.141902728639 51.545894164029, -0.142068217015 51.545914709739, -0.142208498556 51.545973177889, -0.14230221683 51.546060667353, -0.142335103917 51.546163858775, -0.142302152665 51.546267042247, -0.142208379211 51.546354508971, -0.142068059551 51.546412942809, -0.141902556245 51.546433447617, -0.141737066061 51.546412901675, -0.141596783773 51.546354432967, -0.141503066248 51.546266942944, -0.141470180969 51.54616375129))",29/10/2018 02:53:47 PM
Public Wi-Fi on CCTV Column  FORTESS ROAD,Public Wi-Fi,CCTV COLUMN O/S 109,30,19/12/2014,CCTV Column,,FORTESS ROAD,529073.27,185693.36,-0.139588,51.55537,POINT (-0.139588293735 51.55536997419),"POLYGON ((-0.139155744971 51.555369911119, -0.139188709922 51.555266728691, -0.139282507493 51.555179264515, -0.139422857693 51.555120834097, -0.13958839364 51.555100332817, -0.139753914377 51.555120881759, -0.139894221265 51.555179352584, -0.139987954014 51.555266843759, -0.140020842501 51.555370035667, -0.139987879358 51.555473218326, -0.139894082535 51.555560683061, -0.139753731585 51.555619114039, -0.13958819383 51.55563961555, -0.139422671285 51.555619066376, -0.139282363649 51.555560594992, -0.139188631649 51.555473103258, -0.139155744971 51.555369911119))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 13 CAMDEN HIGH STREET,Public Wi-Fi,O/S NO. 218,30,24/10/2014,Lighting Column,13,CAMDEN HIGH STREET,528804.53,184031.62,-0.14407,51.540498,POINT (-0.144070541124 51.540497465265),"POLYGON ((-0.143638133355 51.540497418716, -0.143671077417 51.540394234767, -0.143764835816 51.540306766785, -0.143905134523 51.540248330856, -0.144070614493 51.540227823201, -0.144236083295 51.540248365874, -0.144376350193 51.540306831488, -0.144470060986 51.540394319306, -0.144502948894 51.540497510221, -0.144470006638 51.540600694402, -0.144376248987 51.540688162943, -0.144235949531 51.54074659943, -0.144070467753 51.540767107317, -0.143904997145 51.540746564413, -0.1437647295 51.540688098239, -0.143671019455 51.540600609863, -0.143638133355 51.540497418716))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 10 CAMDEN HIGH STREET,Public Wi-Fi,O/S 227,30,24/10/2014,Lighting Column,10,CAMDEN HIGH STREET,528832.11,183989.48,-0.143688,51.540113,POINT (-0.143688487187 51.540112469226),"POLYGON ((-0.143256083067 51.540112421269, -0.143289027715 51.54000923742, -0.143382786055 51.539921769737, -0.143523084067 51.539863334262, -0.143688562813 51.539842827144, -0.143854030046 51.539863370357, -0.143994295271 51.539921836432, -0.144088004542 51.54000932456, -0.144120891308 51.540112515589, -0.144087948466 51.54021569967, -0.143994190874 51.540303167911, -0.143853892113 51.540361603946, -0.143688411559 51.540382111295, -0.14352294252 51.54036156785, -0.143382676547 51.540303101217, -0.143288968026 51.540215612529, -0.143256083067 51.540112421269))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 21 FORTESS ROAD,Public Wi-Fi,"O/S NO 156, J/W DARTMOUTH PARK HILL",30,19/12/2014,Lighting Column,21,FORTESS ROAD,529143.56,185831.37,-0.138524,51.556595,POINT (-0.138524327615 51.55659417894),"POLYGON ((-0.138091767241 51.556594111948, -0.138124735484 51.556490929841, -0.138218537614 51.556403466534, -0.138358892945 51.5563450374, -0.138524433813 51.556324537626, -0.138689958514 51.556345088064, -0.138830267804 51.556403560148, -0.138924001028 51.556491052154, -0.13895688799 51.556594244339, -0.138923921555 51.556697426677, -0.138830120173 51.556784890544, -0.138689764092 51.556843320236, -0.138524221414 51.556863820243, -0.138358694906 51.556843269572, -0.138218384868 51.556784796929, -0.138124652394 51.556697304364, -0.138091767241 51.556594111948))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 10 HAMPSTEAD HIGH STREET,Public Wi-Fi,OPPOSITE FLASK WALK,30,24/10/2014,Lighting Column,10,HAMPSTEAD HIGH STREET,526408,185721.6,-0.178002,51.556227,POINT (-0.178002057621 51.556226541744),"POLYGON ((-0.177569500738 51.556226620242, -0.177602379392 51.556123427056, -0.177696105041 51.556035932206, -0.177836408643 51.555977455869, -0.178001930407 51.555956900417, -0.178167471539 51.55597739518, -0.178307830292 51.556035820066, -0.178401638483 51.556123280538, -0.178434614501 51.556226461652, -0.178401737657 51.55632965507, -0.178308012758 51.556417150479, -0.178167708408 51.556475627375, -0.178002184836 51.556496183059, -0.177836641895 51.556475688065, -0.177696282392 51.55641726262, -0.177602474949 51.556329801589, -0.177569500738 51.556226620242))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column  KILBURN HIGH ROAD,Public Wi-Fi,O/S 182,30,25/04/2014,Lighting Column,,KILBURN HIGH ROAD,525151.81,183990.8,-0.196727,51.540952,POINT (-0.196727736489 51.540951470087),"POLYGON ((-0.196295324474 51.540951617587, -0.196328149774 51.540848418891, -0.196421808138 51.540760908865, -0.196562040766 51.540702409998, -0.196727498674 51.540681828089, -0.196892992786 51.540702296497, -0.197033328516 51.540760699144, -0.197127141184 51.540848144875, -0.1971601485 51.540951320994, -0.197127325008 51.541054519921, -0.197033667395 51.541142030505, -0.19689343402 51.541200529932, -0.196727974307 51.541221112073, -0.196562478387 51.541200643433, -0.196422141906 51.541142240228, -0.196328329984 51.541054793937, -0.196295324474 51.540951617587))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 22 MALDEN ROAD,Public Wi-Fi,OUTSIDE 133,30,24/10/2014,Lighting Column,22,MALDEN ROAD,528062.9,185115.6,-0.154364,51.550408,POINT (-0.154364337864 51.550407695499),"POLYGON ((-0.153931836146 51.550407686884, -0.153964764083 51.55030450022, -0.154058523113 51.550217024162, -0.154198839113 51.550158576026, -0.154364350406 51.550138053889, -0.154529859789 51.55015858201, -0.154670170352 51.55021703522, -0.154763921245 51.550304514667, -0.154796839582 51.550407702521, -0.154763913454 51.550510889416, -0.154670155172 51.550598366033, -0.154529838423 51.550656814729, -0.154364325322 51.550677337097, -0.154198814131 51.550656808744, -0.15405850282 51.550598354976, -0.153964752676 51.550510874969, -0.153931836146 51.550407686884))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 2 HIGHGATE ROAD,Public Wi-Fi,BY 7,30,19/12/2014,Lighting Column,2,HIGHGATE ROAD,528935.9,185327.9,-0.141702,51.552118,POINT (-0.141702540717 51.552117022101),"POLYGON ((-0.141270022799 51.552116966822, -0.141302980614 51.552013783744, -0.141396767441 51.551926317829, -0.141537104922 51.55186788485, -0.141702628112 51.551847380576, -0.141868137997 51.551867926548, -0.142008437589 51.551926394877, -0.142102167709 51.552013884412, -0.142135058635 51.552117075785, -0.142102102628 51.552220259096, -0.142008316549 51.55230772557, -0.141867978318 51.552366159108, -0.14170245332 51.552386663613, -0.141536941628 51.55236611741, -0.141396641287 51.552307648521, -0.141302911916 51.552220158427, -0.141270022799 51.552116966822))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 5 KENTISH TOWN ROAD,Public Wi-Fi,OPP LEVERTON PLACE,30,25/04/2014,Lighting Column,5,KENTISH TOWN ROAD,529000.94,185223.35,-0.140803,51.551163,POINT (-0.140803291118 51.551162600879),"POLYGON ((-0.140370782252 51.551162542287, -0.140403741411 51.551059359444, -0.140497527999 51.550971894233, -0.140637863696 51.55091346232, -0.140803383826 51.550892959311, -0.140968889843 51.550913506554, -0.141109185347 51.550971975968, -0.141202911781 51.551059466235, -0.141235799984 51.551162657877, -0.141202842633 51.551265840952, -0.141109056793 51.551353306722, -0.140968720346 51.551411739195, -0.140803198408 51.551432242435, -0.140637690583 51.55141169496, -0.140497394331 51.551353224987, -0.140403668646 51.55126573416, -0.140370782252 51.551162542287))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 11 REGENT'S PARK ROAD,Public Wi-Fi,FRONT OF N 109 B,30,19/12/2014,Lighting Column,11,REGENT'S PARK ROAD,527971.82,184202.86,-0.156009,51.542226,POINT (-0.156009013464 51.542225591528),"POLYGON ((-0.15557658931 51.542225588973, -0.155609507621 51.542122401704, -0.155703246683 51.542034924209, -0.155843535412 51.541976474024, -0.156009016282 51.541955949539, -0.156174496724 51.54197647537, -0.15631478423 51.542034926695, -0.156408521464 51.542122404951, -0.156441437617 51.542225592489, -0.156408521114 51.54232877999, -0.1563147828 51.542416258043, -0.156174493323 51.542474708787, -0.156009010645 51.542495233504, -0.155843528397 51.542474707442, -0.155703240142 51.542416255558, -0.155609503657 51.542328776742, -0.15557658931 51.542225588973))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 45 KENTISH TOWN ROAD,Public Wi-Fi,OPP 105,30,30/01/2015,Lighting Column,45,KENTISH TOWN ROAD,528976.4,184431.5,-0.141447,51.544052,POINT (-0.141447161987 51.544051943409),"POLYGON ((-0.141014720533 51.544051887191, -0.141047673096 51.543948704041, -0.14114144383 51.543861238209, -0.141281756828 51.543802805454, -0.14144725087 51.543782301511, -0.141612731381 51.543802847871, -0.141753005845 51.543861316586, -0.141846718907 51.543948806445, -0.141879603443 51.544051998033, -0.141846652686 51.544155181414, -0.141752882701 51.544242647805, -0.141612568953 51.54430108112, -0.141447073104 51.544321585294, -0.141281590786 51.544301038702, -0.141141315574 51.544242569428, -0.141047603261 51.54415507901, -0.141014720533 51.544051887191))",29/10/2018 02:53:47 PM
Shared Digital Guest at Pancras Square Library,Shared Digital Guest,"5 Pancras Square, N1C 4AG",10,25/12/2014,Library,,Pancras Square,530036.55,183301.12,-0.126585,51.533651,POINT (-0.126585048858 51.533650416228),"POLYGON ((-0.126440934571 51.533650379411, -0.126451927254 51.533615986332, -0.126483186451 51.5335868349, -0.126529953214 51.533567363142, -0.126585107746 51.533560535443, -0.126640253314 51.533567391253, -0.126686994547 51.533586886842, -0.126718215534 51.533616054198, -0.126729163146 51.533650452867, -0.126718170664 51.533684845971, -0.12668691155 51.533713997466, -0.126640144703 51.533733469286, -0.12658498997 51.533740297011, -0.126529844202 51.533733441175, -0.126483102886 51.533713945524, -0.126451881982 51.533684778106, -0.126440934571 51.533650379411))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 59 WEST END LANE,Public Wi-Fi,S/O NO. 236,30,19/12/2014,Lighting Column,59,WEST END LANE,525491.83,185116.34,-0.191426,51.550992,POINT (-0.191426097432 51.550991403296),"POLYGON ((-0.190993590228 51.550991531264, -0.191026434739 51.550888334228, -0.191120123881 51.550800828583, -0.191260394169 51.55074233615, -0.191425890884 51.55072176175, -0.191591419043 51.550742237599, -0.191731778878 51.550800646483, -0.191825602037 51.550888096302, -0.191858604635 51.550991273735, -0.191825761932 51.551094471002, -0.191732073541 51.551181977205, -0.191591802506 51.551240470198, -0.191426303984 51.55126104483, -0.191260774016 51.551240568751, -0.191120413431 51.551182159307, -0.191026591018 51.551094708929, -0.190993590228 51.550991531264))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 9 REGENT'S PARK ROAD,Public Wi-Fi,J/W KING HENERY ROAD,30,19/12/2014,Lighting Column,9,REGENT'S PARK ROAD,528015.5,184252.4,-0.155361,51.542661,POINT (-0.155361478994 51.542660910677),"POLYGON ((-0.154929050715 51.542660905736, -0.154961970804 51.542557718655, -0.155055712002 51.542470241685, -0.155196002899 51.542411792279, -0.15536148564 51.542391268708, -0.155526967368 51.54241179545, -0.155667255384 51.542470247545, -0.15576099227 51.542557726312, -0.155793907273 51.542660914024, -0.155760988991 51.542764101336, -0.155667248541 51.542851578865, -0.155526956896 51.54291002883, -0.155361472348 51.542930552633, -0.155195988812 51.542910025659, -0.155055700048 51.542851573005, -0.154961963911 51.542764093679, -0.154929050715 51.542660905736))",29/10/2018 02:53:47 PM
Shared Digital Guest at Highgate Library,Shared Digital Guest,"Chester Road, N19 5DH",10,21/12/2014,Library,,Chester Road,528739.04,186621.89,-0.144066,51.563791,POINT (-0.144066966112 51.563790708488),"POLYGON ((-0.143922756561 51.563790693143, -0.143933743329 51.563756298605, -0.143965012014 51.563727142666, -0.144011802225 51.563707664041, -0.144066990594 51.56370082816, -0.144122175236 51.563707675718, -0.144168954833 51.563727164243, -0.144200207633 51.563756326796, -0.144211175663 51.563790723656, -0.144200189097 51.56382511822, -0.144168920495 51.56385427422, -0.144122130201 51.563873752907, -0.144066941631 51.563880588814, -0.144011756788 51.56387374123, -0.143964977108 51.563854252644, -0.143933724391 51.563825090029, -0.143922756561 51.563790693143))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 1 PARLIAMENT HILL,Public Wi-Fi,SOUTH HILL PARK,30,19/12/2014,Lighting Column,1,PARLIAMENT HILL,527237.4,185633.9,-0.166076,51.555253,POINT (-0.166076478574 51.555252120388),"POLYGON ((-0.165643930919 51.555252154936, -0.165676835854 51.555148965073, -0.165770582378 51.555061479733, -0.165910898271 51.555003017642, -0.166076421872 51.554982479005, -0.166241954105 51.555002990591, -0.16638229458 51.555061429748, -0.166476077895 51.555148899765, -0.166509026228 51.555252084247, -0.166476123102 51.555355274341, -0.166382377327 51.555442760241, -0.166242060685 51.55550122289, -0.166076535276 51.55552176176, -0.165911001235 51.555501249942, -0.16577066001 51.555442810226, -0.165676877443 51.555355339649, -0.165643930919 51.555252154936))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column  KILBURN HIGH ROAD,Public Wi-Fi,O/S 140,30,25/04/2014,Lighting Column,,KILBURN HIGH ROAD,525221.7,183902.5,-0.195751,51.540143,POINT (-0.195751877056 51.54014242021),"POLYGON ((-0.195319472706 51.540142564113, -0.195352299632 51.540039365676, -0.195445958207 51.539951856417, -0.1955861896 51.539893358708, -0.195751645014 51.539872778172, -0.195917135754 51.53989324796, -0.196057467746 51.539951651782, -0.19615127688 51.540039098306, -0.196184281403 51.540142274714, -0.196151456285 51.540245473382, -0.196057798461 51.540332983199, -0.195917566321 51.540391481468, -0.195752109101 51.540412062236, -0.195586616554 51.540391592217, -0.195446283811 51.540333187836, -0.195352475423 51.540245740753, -0.195319472706 51.540142564113))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 47 HAVERSTOCK HILL,Public Wi-Fi,O/S PUB,30,19/12/2014,Lighting Column,47,HAVERSTOCK HILL,527156.5,185308,-0.16736,51.552342,POINT (-0.16736048491 51.552341514737),"POLYGON ((-0.166927964859 51.552341554016, -0.166960864789 51.552238363742, -0.167054602869 51.552150877332, -0.167194908162 51.552092413678, -0.167360420622 51.552071873219, -0.167525942869 51.552092383005, -0.167666276033 51.552150820656, -0.167760055825 51.552238289691, -0.16779300496 51.552341473864, -0.167760106837 51.552444664369, -0.167666369507 51.552532151338, -0.167526063466 51.552590615551, -0.167360549198 51.552611156242, -0.167195025143 51.552590646225, -0.167054691229 51.552532208014, -0.166960912185 51.55244473842, -0.166927964859 51.552341554016))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 8 TOTTENHAM COURT ROAD,Public Wi-Fi,O/S NO 237-247,30,25/04/2014,Lighting Column,8,TOTTENHAM COURT ROAD,529712.23,181583.29,-0.13189,51.518288,POINT (-0.131890513512 51.518287030691),"POLYGON ((-0.131458316123 51.518286939266, -0.131491271677 51.518183758345, -0.131585007789 51.518096299762, -0.131725253825 51.518037878173, -0.13189065876 51.518017387614, -0.132056041582 51.518037947537, -0.132196224648 51.51809642793, -0.132289866518 51.518183925804, -0.132322710903 51.518287120523, -0.132289757154 51.518390301676, -0.132196021787 51.518477760818, -0.132055775002 51.518536182965, -0.131890368262 51.518556673755, -0.131724983636 51.518536113601, -0.131584799824 51.518477632649, -0.131491158703 51.518390134216, -0.131458316123 51.518286939266))",29/10/2018 02:53:47 PM
