Wi-Fi Name,Wi-Fi Type,Location Description,Range in Metres,Install Date,Install Type,Column Number,Road,Easting,Northing,Longitude,Latitude,Location,Range,Last Uploaded
Public Wi-Fi on Lighting Column 48 KENTISH TOWN ROAD,Public Wi-Fi,O/S 91,30,19/12/2014,Lighting Column,48,KENTISH TOWN ROAD,528952.4,184369.3,-0.141815,51.543499,POINT (-0.141815846263 51.543498436731),"POLYGON ((-0.141383410054 51.543498381872, -0.141416361384 51.543395198609, -0.141510130273 51.543307732474, -0.141650441096 51.543249299272, -0.141815932965 51.543228794808, -0.141981411634 51.543249340649, -0.142121684868 51.543307808929, -0.142215397502 51.543395298502, -0.142248282472 51.543498489996, -0.142215332949 51.543601673491, -0.142121564808 51.543689140185, -0.141981253236 51.543747573946, -0.141815759559 51.543768078642, -0.141650279083 51.543747532569, -0.141510005101 51.54368906373, -0.141416293217 51.543601573598, -0.141383410054 51.543498381872))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 20 FLEET ROAD,Public Wi-Fi,OPP 136A,30,19/12/2014,Lighting Column,20,FLEET ROAD,527405,185471.4,-0.163719,51.553754,POINT (-0.163719101235 51.55375397937),"POLYGON ((-0.163286567787 51.553754005229, -0.163319476975 51.553650816001, -0.163413224942 51.553563332521, -0.163553539247 51.553504873234, -0.163719058473 51.553484337915, -0.163884584208 51.553504852832, -0.164024917053 51.553563294823, -0.164118692766 51.553650766746, -0.164151634683 51.553753951916, -0.164118727303 51.553857141376, -0.164024980086 51.553944625415, -0.163884665032 51.554003085261, -0.163719143998 51.554023620811, -0.163553616454 51.554003105664, -0.16341328286 51.553944663114, -0.163319507896 51.553857190631, -0.163286567787 51.553754005229))",29/10/2018 02:53:47 PM
Shared Digital Guest at West Hampstead Library,Shared Digital Guest,"Dennington Park Road, NW6 5AU",10,28/12/2014,Library,,Dennington Park Road,525475.71,185029.16,-0.191689,51.550212,POINT (-0.191689535163 51.550211488679),"POLYGON ((-0.19154536856 51.550211531836, -0.191556316144 51.550177132769, -0.191587545073 51.550147964085, -0.191634301006 51.550128466437, -0.191689465796 51.550121608154, -0.191744641146 51.550128433339, -0.191791427153 51.550147902927, -0.19182270109 51.550177052863, -0.191833701766 51.550211445346, -0.191822754383 51.550245844438, -0.191791525538 51.550275013185, -0.191744769521 51.550294510894, -0.191689604531 51.550301369204, -0.19163442898 51.550294543993, -0.191587642889 51.550275074343, -0.191556369035 51.550245924345, -0.19154536856 51.550211531836))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 21 ST PANCRAS WAY,Public Wi-Fi,NEAR JCT WITH GEORGIANA ST,30,24/10/2014,Lighting Column,21,ST PANCRAS WAY,529393.5,184003.1,-0.135593,51.540107,POINT (-0.135593086123 51.540106600888),"POLYGON ((-0.13516068207 51.540106523098, -0.135193645021 51.540003341523, -0.135287418866 51.53991588031, -0.135427727227 51.539857454515, -0.135593209589 51.539836958814, -0.135758673155 51.539857513442, -0.135898927988 51.539915989194, -0.135992621724 51.540003483787, -0.136025490178 51.540106677084, -0.135992529033 51.540209858891, -0.135898755935 51.540297320663, -0.135758446824 51.540355747016, -0.135592962655 51.540376242948, -0.135427497283 51.540355688088, -0.135287241702 51.540297211778, -0.135193548716 51.540209716626, -0.13516068207 51.540106523098))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 19 ST PANCRAS WAY,Public Wi-Fi,OUTSIDE FLATS,30,24/10/2014,Lighting Column,19,ST PANCRAS WAY,529402.4,184077.8,-0.135437,51.540776,POINT (-0.135437376934 51.540775882427),"POLYGON ((-0.135004966538 51.540775804064, -0.135037930325 51.540672622544, -0.135131705845 51.540585161466, -0.135272016463 51.540526735864, -0.135437501323 51.540506240385, -0.135602967245 51.540526795231, -0.135743223936 51.540585271162, -0.135836918747 51.540672765869, -0.135869787331 51.540775959197, -0.13583682535 51.540879140949, -0.135743050578 51.540966602586, -0.13560273921 51.541025028747, -0.135437252543 51.541045524457, -0.135271784814 51.54102496938, -0.135131527375 51.54096649289, -0.135037833314 51.540878997624, -0.135004966538 51.540775804064))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 2 EVERSHOLT STREET,Public Wi-Fi,O/S PUB,30,24/10/2014,Lighting Column,2,EVERSHOLT STREET,529702.81,182685.2,-0.13162,51.528192,POINT (-0.131620732197 51.528191911797),"POLYGON ((-0.131188441027 51.528191819375, -0.131221404347 51.528088638705, -0.13131516132 51.528001180487, -0.131455438136 51.527942759321, -0.131620879083 51.527922269179, -0.131786297669 51.527942829449, -0.131926510803 51.528001310066, -0.132020172471 51.528088808008, -0.132053023369 51.528192002627, -0.132020061854 51.528295183529, -0.131926305627 51.528382642306, -0.131786028062 51.52844106403, -0.131620585308 51.528461554404, -0.131455164918 51.528440993902, -0.131314951037 51.528382512726, -0.131221290118 51.528295014225, -0.131188441027 51.528191819375))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 60 KENTISH TOWN ROAD,Public Wi-Fi,OPP SAINSBURY CAR PARK,30,19/12/2014,Lighting Column,60,KENTISH TOWN ROAD,528932.4,184073.6,-0.142212,51.540846,POINT (-0.142212368687 51.540845574137),"POLYGON ((-0.141779957621 51.54084552074, -0.141812906137 51.540742337319, -0.141906668814 51.540654870827, -0.142046970971 51.540596437124, -0.142212453039 51.540575932091, -0.142377922266 51.540596477382, -0.142518187853 51.540654945214, -0.142611895798 51.540742434511, -0.142644779754 51.540845625941, -0.142611833045 51.540948809594, -0.142518071116 51.541036276645, -0.14237776821 51.541094710906, -0.142212284335 51.541115216171, -0.142046813301 51.541094670648, -0.141906546966 51.541036202257, -0.14181283977 51.540948712401, -0.141779957621 51.54084552074))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 20 PRINCE OF WALES ROAD,Public Wi-Fi,O/S NO 35,30,19/12/2014,Lighting Column,20,PRINCE OF WALES ROAD,528700.37,184699.17,-0.145327,51.546521,POINT (-0.145327643024 51.546520410906),"POLYGON ((-0.144895178166 51.546520368988, -0.144928123736 51.546417184792, -0.145021892104 51.546329715896, -0.145162207724 51.546271278526, -0.145327708977 51.546250769119, -0.145493200189 51.546271309998, -0.145633487216 51.54632977405, -0.145727212791 51.546417260773, -0.145760107882 51.54652045123, -0.145727164119 51.546623635657, -0.145633396499 51.546711105112, -0.14549308013 51.546769543042, -0.14532757707 51.54679005268, -0.14516208405 51.546769511569, -0.145021796275 51.546711046958, -0.14492807145 51.546623559676, -0.144895178166 51.546520368988))",29/10/2018 02:53:47 PM
Shared Digital Guest at Kentish Town Library,Shared Digital Guest,"262-266 Kentish Town Road, NW5 2AA",10,23/12/2014,Library,,KENTISH TOWN ROAD,529024.34,185093.37,-0.140513,51.54999,POINT (-0.140513628044 51.54998914631),"POLYGON ((-0.140369462131 51.549989126601, -0.140380448253 51.549954732314, -0.140411709746 51.549925577253, -0.140458487315 51.549906099998, -0.140513659517 51.549899265771, -0.140568826927 51.549906115015, -0.140615590852 51.549925605001, -0.140646831925 51.549954768569, -0.140657793958 51.549989165843, -0.140646808037 51.550023560155, -0.140615546627 51.550052715278, -0.140568768974 51.550072192595, -0.140513596572 51.550079026848, -0.140458428961 51.550072177578, -0.140411664953 51.55005268753, -0.140380423964 51.5500235239, -0.140369462131 51.549989126601))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 30 KENTISH TOWN ROAD,Public Wi-Fi,O/S 152,30,19/12/2014,Lighting Column,30,KENTISH TOWN ROAD,528954.73,184705.99,-0.141658,51.546524,POINT (-0.141658941606 51.546523701104),"POLYGON ((-0.141226476721 51.546523645666, -0.141259430591 51.5464204625, -0.141353206 51.546332996536, -0.14149352633 51.546274563553, -0.141659029244 51.54625405932, -0.141824518816 51.546274605373, -0.141964801151 51.54633307381, -0.142058519697 51.546420563463, -0.142091406492 51.546523754948, -0.142058454429 51.546626938345, -0.141964679768 51.546714404868, -0.141824358689 51.546772838411, -0.141658853967 51.546793342875, -0.141493362588 51.54677279659, -0.141353079505 51.546714327594, -0.141259361708 51.546626837382, -0.141226476721 51.546523645666))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 31 CHALK FARM ROAD,Public Wi-Fi,OPP ROUNDHOUSE,30,24/10/2014,Lighting Column,31,CHALK FARM ROAD,528261.44,184366.45,-0.151775,51.543631,POINT (-0.151775372298 51.54363009703),"POLYGON ((-0.151342934834 51.543630078873, -0.151375863733 51.543526892816, -0.151469613799 51.543439418725, -0.15160991227 51.543380973616, -0.151775400138 51.543360455107, -0.151940883769 51.543380986903, -0.15208117017 51.543439443275, -0.152174902172 51.543526924892, -0.152207809763 51.543630113592, -0.152174882671 51.543733299881, -0.152081133354 51.543820774531, -0.151940834134 51.543879220199, -0.151775344458 51.54389973894, -0.15160985902 51.543879206912, -0.151469571871 51.543820749981, -0.151375840618 51.543733267805, -0.151342934834 51.543630078873))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 23 ST PANCRAS WAY,Public Wi-Fi,NEAR JUNCT.,30,24/10/2014,Lighting Column,23,ST PANCRAS WAY,529417.71,183950.9,-0.135263,51.539632,POINT (-0.135263369626 51.539631941813),"POLYGON ((-0.134830970072 51.539631862809, -0.134863933425 51.539528681318, -0.134957706927 51.539441220361, -0.13509801425 51.539382794956, -0.135263495039 51.539362299718, -0.135428956735 51.539382854813, -0.135569209687 51.539441330963, -0.135662901816 51.539528825826, -0.135695769182 51.539632019224, -0.135662807635 51.539735200947, -0.13556903488 51.539822662462, -0.135428726808 51.539881088427, -0.135263244211 51.539901583895, -0.135097780709 51.539881028569, -0.13495752701 51.539822551859, -0.134863835631 51.539735056437, -0.134830970072 51.539631862809))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 8 FORTESS ROAD,Public Wi-Fi,BY CHURCH,30,24/10/2014,Lighting Column,8,FORTESS ROAD,528993.7,185500.5,-0.140806,51.553655,POINT (-0.140806084087 51.553654952059),"POLYGON ((-0.140373551586 51.553654893476, -0.140406512541 51.553551710677, -0.14050030425 51.553464245501, -0.140640647612 51.55340581361, -0.140806176786 51.553385310606, -0.140971691848 51.553405857837, -0.141111995021 51.553464327222, -0.141205726583 51.55355181745, -0.141238616588 51.553655009048, -0.141205657441 51.553758192079, -0.141111866481 51.553845657814, -0.140971522369 51.553904090264, -0.140805991386 51.553924593499, -0.140640474517 51.553904046037, -0.140500170595 51.553845576092, -0.140406439784 51.553758085305, -0.140373551586 51.553654893476))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 24 HIGH HOLBORN,Public Wi-Fi,FRONT OF 120,30,06/08/2014,Lighting Column,24,HIGH HOLBORN,530522.5,181541,-0.120234,51.517721,POINT (-0.120234719272 51.517720531691),"POLYGON ((-0.119802527273 51.517720397317, -0.119835508757 51.517617219664, -0.119929266031 51.51752977039, -0.120069525238 51.517471362733, -0.120234933349 51.517450888609, -0.120400308869 51.517471464968, -0.120540475265 51.517529959295, -0.120634093637 51.517617466481, -0.120666911272 51.517720664471, -0.120633931593 51.517823842357, -0.120540175065 51.51791129219, -0.120399915108 51.517969700405, -0.120234505191 51.517990174759, -0.120069127867 51.517969598169, -0.119928960725 51.517911103283, -0.119835343103 51.517823595538, -0.119802527273 51.517720397317))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 23 PRINCE OF WALES ROAD,Public Wi-Fi,O/S NO 16,30,24/10/2014,Lighting Column,23,PRINCE OF WALES ROAD,528802.06,184721.42,-0.143853,51.546698,POINT (-0.143853797823 51.546697195262),"POLYGON ((-0.143421331291 51.546697147913, -0.143454280322 51.546593964134, -0.14354805188 51.546506496419, -0.143688369931 51.546448060812, -0.143853872488 51.546427553485, -0.144019363678 51.546448096441, -0.144159649359 51.546506562253, -0.144253372471 51.546594050151, -0.144286264356 51.546697241018, -0.144253317132 51.546800425028, -0.144159546323 51.546887893303, -0.144019227522 51.546946329468, -0.143853723157 51.546966837027, -0.14368823016 51.546946293838, -0.14354794373 51.546887827468, -0.143454221368 51.54680033901, -0.143421331291 51.546697147913))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 3 EUSTON STREET,Public Wi-Fi,O/S 77-79,30,24/10/2014,Lighting Column,3,EUSTON STREET,529437.2,182539.6,-0.135501,51.526945,POINT (-0.135501010781 51.526944301001),"POLYGON ((-0.135068731419 51.526944222877, -0.135101685067 51.526841041095, -0.135195432042 51.526753579757, -0.135335700058 51.526695153939, -0.135501134741 51.52667465832, -0.135666550553 51.526695213122, -0.135806764826 51.526753689114, -0.135900431372 51.526841183977, -0.135933290145 51.526944377532, -0.135900338302 51.527047559546, -0.135806592073 51.527135021443, -0.135666323309 51.52719344782, -0.13550088682 51.52721394367, -0.135335469203 51.527193388636, -0.135195254182 51.527134912085, -0.135101588386 51.527047416663, -0.135068731419 51.526944222877))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 16 KENTISH TOWN ROAD,Public Wi-Fi,O/S 299,30,25/04/2014,Lighting Column,16,KENTISH TOWN ROAD,528989.29,185015.53,-0.141047,51.549298,POINT (-0.14104738445 51.54929761169),"POLYGON ((-0.140614893268 51.549297553998, -0.140647850526 51.549194371053, -0.140741632811 51.54910690562, -0.140881962457 51.549048473395, -0.141047475711 51.549027970036, -0.141212975071 51.549048516941, -0.141353265152 51.549106986081, -0.141446988223 51.549194476182, -0.141479875634 51.549297667789, -0.141446920183 51.549400850965, -0.141353138646 51.549488316958, -0.14121280825 51.549546749741, -0.141047293189 51.549567253332, -0.140881792021 51.549546706195, -0.140741501192 51.549488236495, -0.140647778871 51.549400745836, -0.140614893268 51.549297553998))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 69 WEST END LANE,Public Wi-Fi,S/O NO. 341,30,19/12/2014,Lighting Column,69,WEST END LANE,525381.57,185237.13,-0.192972,51.552102,POINT (-0.192972534536 51.552101449227),"POLYGON ((-0.19254001681 51.552101582894, -0.192572858621 51.551998385445, -0.192666547076 51.551910878582, -0.192806818793 51.551852384312, -0.192972318838 51.551831807735, -0.193137851721 51.551852281398, -0.193278216952 51.551910688422, -0.19337204536 51.551998136987, -0.19340505226 51.552101313965, -0.193372212258 51.552204511645, -0.193278524554 51.552292019066, -0.193138252089 51.552350513896, -0.192972750237 51.552371090706, -0.192807215546 51.552350616812, -0.192666849564 51.552292209229, -0.192573021902 51.552204760104, -0.19254001681 51.552101582894))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 18 PRINCE OF WALES ROAD,Public Wi-Fi,O/S NO 48,30,19/12/2014,Lighting Column,18,PRINCE OF WALES ROAD,528624.2,184695.6,-0.146426,51.546506,POINT (-0.146426821678 51.546505674004),"POLYGON ((-0.145994356958 51.546505636137, -0.146027300032 51.546402451632, -0.146121066262 51.546314981858, -0.146261380429 51.546256543173, -0.146426881134 51.546236032216, -0.146592372788 51.546256571545, -0.146732661178 51.546315034283, -0.14682638883 51.546402520129, -0.146859286398 51.546505710277, -0.146826345131 51.546608895014, -0.146732579649 51.546696365347, -0.146592264734 51.546754804591, -0.146426762221 51.546775315779, -0.14626126876 51.546754776219, -0.146120979621 51.546696312922, -0.146027252718 51.546608826517, -0.145994356958 51.546505636137))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 8 KENTISH TOWN ROAD,Public Wi-Fi,O/S 347,30,25/04/2014,Lighting Column,8,KENTISH TOWN ROAD,529003.11,185167.79,-0.140792,51.550663,POINT (-0.140792372327 51.550662797359),"POLYGON ((-0.140359868201 51.550662738727, -0.140392827023 51.550559555878, -0.140486612604 51.550472090669, -0.140626946777 51.550413658763, -0.140792465099 51.550393155768, -0.140957969297 51.550413703028, -0.14109826325 51.55047217246, -0.141191988637 51.550559662744, -0.141224876455 51.550662854398, -0.14119191944 51.550766037478, -0.141098134607 51.550853503247, -0.140957799684 51.550911935711, -0.140792279554 51.550932438938, -0.140626773548 51.550911891446, -0.140486478848 51.550853421455, -0.14039275421 51.550765930612, -0.140359868201 51.550662738727))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 6 EUSTON STREET,Public Wi-Fi,OPP 117,30,24/10/2014,Lighting Column,6,EUSTON STREET,529355.37,182493.01,-0.136697,51.526545,POINT (-0.136697055586 51.526544331935),"POLYGON ((-0.136264780009 51.526544258218, -0.136297730664 51.526441076093, -0.136391474527 51.526353613793, -0.136531739782 51.52629518654, -0.136697172479 51.526274689233, -0.136862587379 51.526295242351, -0.137002801957 51.526353716917, -0.137096469974 51.526441210831, -0.137129331163 51.526544404058, -0.137096382313 51.526647586416, -0.137002639198 51.526735049274, -0.136862373193 51.526793477086, -0.136696938691 51.526813974624, -0.136531521985 51.526793421275, -0.136391306661 51.526734946149, -0.136297639392 51.526647451677, -0.136264780009 51.526544258218))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 16 FORTESS ROAD,Public Wi-Fi,BY 109,30,19/12/2014,Lighting Column,16,FORTESS ROAD,529075.2,185697.9,-0.139558,51.555411,POINT (-0.139558805185 51.555410333334),"POLYGON ((-0.139126256038 51.555410270154, -0.139159221084 51.555307087736, -0.139253018795 51.555219623584, -0.139393369157 51.555161193201, -0.139558905263 51.555140691963, -0.139724426133 51.555161240947, -0.139864733108 51.555219711806, -0.139958465884 51.555307203004, -0.139991354333 51.555410394919, -0.139958391095 51.555513577569, -0.139864594132 51.555601042281, -0.139724243019 51.555659473222, -0.139558705105 51.555679974692, -0.139393182426 51.555659425476, -0.139252874704 51.555600954058, -0.139159142678 51.555513462301, -0.139126256038 51.555410270154))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 3 CAMDEN HIGH STREET,Public Wi-Fi,S/O STATION,30,24/10/2014,Lighting Column,3,CAMDEN HIGH STREET,528884.12,183898.75,-0.142972,51.539286,POINT (-0.142972153992 51.539285226377),"POLYGON ((-0.142539757712 51.53928517578, -0.142572703382 51.539181992118, -0.142666461395 51.539094524995, -0.142806757781 51.539036090368, -0.142972233849 51.539015584258, -0.14313769776 51.539036128483, -0.143277959524 51.539094595423, -0.143371665722 51.539182084136, -0.143404550272 51.53928527538, -0.143371606408 51.539388459274, -0.143277849143 51.539475926956, -0.143137552008 51.539534362142, -0.142972074133 51.539554868483, -0.142806608416 51.539534324026, -0.142666345904 51.539475856528, -0.142572640455 51.539388367256, -0.142539757712 51.53928517578))",29/10/2018 02:53:46 PM
Public Wi-Fi on Lighting Column 11 FORTESS ROAD,Public Wi-Fi,BY 86,30,19/12/2014,Lighting Column,11,FORTESS ROAD,529031.5,185569.4,-0.140235,51.554266,POINT (-0.140235909845 51.554265510972),"POLYGON ((-0.139803371555 51.554265450288, -0.139836334241 51.554162267659, -0.139930128298 51.554074802949, -0.14007047427 51.554016371745, -0.140236005916 51.553995869548, -0.140401522937 51.554016417581, -0.140541827258 51.554074887642, -0.14063555898 51.554162378316, -0.140668448136 51.554265570062, -0.140635487257 51.554368752923, -0.140541693948 51.554456218192, -0.140401347226 51.554514649955, -0.140235813771 51.554535152384, -0.140070294943 51.554514604119, -0.139929989874 51.554456133499, -0.139836258902 51.554368642266, -0.139803371555 51.554265450288))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 18 NEW OXFORD STREET,Public Wi-Fi,OPP CASTLE WOOD HOUSE,30,24/10/2014,Lighting Column,18,NEW OXFORD STREET,529935.5,181411.8,-0.128737,51.516695,POINT (-0.128737627478 51.516694615177),"POLYGON ((-0.128305445168 51.516694512136, -0.128338406696 51.516591332073, -0.128432145578 51.516503875986, -0.128572390756 51.516445458151, -0.128737791337 51.516424972032, -0.128903166972 51.516445536405, -0.129043341111 51.516504020582, -0.129136973674 51.516591520997, -0.12916980979 51.516694716626, -0.129136850066 51.516797896921, -0.12904311193 51.516885353567, -0.128902866003 51.51694377196, -0.128737463617 51.51696425831, -0.128572086177 51.516943693705, -0.128431911292 51.516885208969, -0.128338279478 51.516797707996, -0.128305445168 51.516694512136))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 17 CAMDEN HIGH STREET,Public Wi-Fi,O/S 232,30,24/10/2014,Lighting Column,17,CAMDEN HIGH STREET,528779.41,184069.44,-0.144418,51.540844,POINT (-0.144418728528 51.540843075972),"POLYGON ((-0.143986317483 51.540843030706, -0.144019261008 51.540739846665, -0.144113019449 51.54065237841, -0.144253318773 51.540593942069, -0.144418799841 51.540573433924, -0.144584270052 51.540593976104, -0.144724538458 51.540652441299, -0.144818250629 51.540739928834, -0.144851139573 51.540843119645, -0.144818197855 51.540946303918, -0.144724440162 51.541033772732, -0.144584140089 51.541092209632, -0.144418657214 51.541112718008, -0.144253185196 51.541092175596, -0.144112916042 51.541033709843, -0.14401920462 51.540946221749, -0.143986317483 51.540843030706))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 4 EVERSHOLT STREET,Public Wi-Fi,O/S EUSTON HOUSE,30,24/10/2014,Lighting Column,4,EVERSHOLT STREET,529667.01,182734.35,-0.132118,51.528642,POINT (-0.132118437909 51.528641828855),"POLYGON ((-0.131686142477 51.528641738266, -0.131719104997 51.528538557465, -0.131812861941 51.528451098856, -0.131953139503 51.528392677099, -0.132118581857 51.528372186257, -0.132284002297 51.528392745823, -0.132424217451 51.528451225841, -0.132517880996 51.528538723379, -0.132550733342 51.528641917851, -0.132517772628 51.528745098885, -0.13242401643 51.528832558053, -0.132283738119 51.528890980368, -0.132118293958 51.528911471441, -0.131952871713 51.528890911643, -0.131812655812 51.528832431066, -0.131718993017 51.528744932969, -0.131686142477 51.528641738266))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 2 KENTISH TOWN ROAD,Public Wi-Fi,O/S 312,30,19/12/2014,Lighting Column,2,KENTISH TOWN ROAD,528993.64,185269.64,-0.140891,51.551581,POINT (-0.140891556489 51.551580267938),"POLYGON ((-0.140459043662 51.551580209671, -0.140492002924 51.55147702681, -0.140585790201 51.551389561536, -0.14072612707 51.551331129521, -0.140891648677 51.551310626389, -0.141057156248 51.551331173506, -0.14119745315 51.55138964281, -0.141291180612 51.551477133001, -0.141324069316 51.551580324611, -0.141291111862 51.551683507703, -0.141197325333 51.551770973537, -0.141056987714 51.551829406111, -0.140891464299 51.551849909474, -0.14072595492 51.551829362125, -0.14058565727 51.551770892262, -0.140491930558 51.551683401512, -0.140459043662 51.551580209671))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 11 HAMPSTEAD HIGH STREET,Public Wi-Fi,O/S NO 55,30,24/10/2014,Lighting Column,11,HAMPSTEAD HIGH STREET,526382.5,185746.8,-0.17836,51.556459,POINT (-0.178360641352 51.556458721205),"POLYGON ((-0.177928082268 51.556458801025, -0.177960960278 51.556355607742, -0.178054685716 51.556268112609, -0.178194989572 51.556209635846, -0.178360512018 51.556189079889, -0.178526054153 51.556209574145, -0.178666414081 51.556267998601, -0.178760223436 51.556355458782, -0.178793200435 51.556458639792, -0.178760324234 51.556561833306, -0.178666599546 51.556649328998, -0.178526294942 51.55670780632, -0.178360770688 51.556728362509, -0.178195226744 51.556707868022, -0.178054866066 51.556649443008, -0.177961057458 51.556561982267, -0.177928082268 51.556458801025))",29/10/2018 02:53:47 PM
Public Wi-Fi on Lighting Column 1 EUSTON STREET,Public Wi-Fi,1ST FROM MELTON STREET,30,24/10/2014,Lighting Column,1,EUSTON STREET,529490.7,182574.54,-0.134717,51.527247,POINT (-0.134717386566 51.527246050516),"POLYGON ((-0.134285104347 51.527245969504, -0.134318059984 51.527142787947, -0.134411809081 51.52705532724, -0.134552079027 51.526996902362, -0.134717515155 51.526976407849, -0.134882931708 51.526996963755, -0.135023145904 51.527055440681, -0.135116811567 51.527142936165, -0.135149668785 51.527246129934, -0.135116714954 51.527349311723, -0.135022966603 51.527436772989, -0.134882695909 51.527495198426, -0.134717257974 51.52751569317, -0.134551839617 51.527495137031, -0.134411624673 51.527436659547, -0.134317959759 51.527349163504, -0.134285104347 51.527245969504))",29/10/2018 02:53:47 PM
